id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
jbda-agematsutown-agematu,gtfs,,JP,Nagano Prefecture,Agematsu,上松町,True,上松町公共交通,not_set,koutsu＠union.kiso.lg.jp,,https://api.gtfs-data.jp/v2/organizations/agematsutown/feeds/agematu/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-agematsutown-agematu/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,35.73346431,35.8439912669287,137.62216212,137.7256,2026-07-03 00:02:47.872037+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-aichi-miyoshicity-sansanbus,gtfs,,JP,Aichi Prefecture,Miyoshi,みよし市,True,みよし市さんさんバス,not_set,toshi_k@city.aichi-miyoshi.lg.jp,,https://api.gtfs-data.jp/v2/organizations/aichi-miyoshicity/feeds/sansanbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aichi-miyoshicity-sansanbus/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,35.060983,35.131805,137.050232,137.1357519,2025-10-29 18:59:43.355870+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-akashicity-tacobustacobusmini,gtfs,,JP,Hyogo Prefecture,Akashi,明石市,True,たこバス/たこバスミニ,,kousei@city.akashi.lg.jp,,https://api.gtfs-data.jp/v2/organizations/akashicity/feeds/tacobustacobusmini/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-akashicity-tacobustacobusmini/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.660181,34.719719,134.876913,134.970919,2026-04-01 00:52:02.936936+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-aketetsu-akechirailway,gtfs,,JP,Gifu Prefecture,Ena,明知鉄道,True,明知鉄道,"収録路線：全線
　プラットホームの番号には未対応です
　GTFS-JP３版対応",koutsuu@city.ena.lg.jp,,https://api.gtfs-data.jp/v2/organizations/aketetsu/feeds/akechirailway/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aketetsu-akechirailway/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.30614,35.455222,137.3874,137.46111,2025-10-29 18:32:57.743084+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Translations,,
jbda-akicity-GTFS-Akicity_Bus,gtfs,,JP,Kochi Prefecture,Aki,安芸市,True,安芸市「元気バス」,,https://www.city.aki.kochi.jp/life/dtl.php?hdnKey=7285,,https://api.gtfs-data.jp/v2/organizations/akicity/feeds/GTFS-Akicity_Bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-akicity-GTFS-Akicity_Bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.492823,33.625559,133.823472,133.980121,2025-10-29 21:08:48.998660+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-akocity-teijuurou,gtfs,,JP,Hyogo Prefecture,Ako,赤穂市,True,ていじゅうろう,,kikaku@city.ako.lg.jp,,https://api.gtfs-data.jp/v2/organizations/akocity/feeds/teijuurou/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-akocity-teijuurou/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.73173,34.867167,134.203336,134.411674,2026-04-01 00:16:32.451157+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-akocity-yuranosuke,gtfs,,JP,Hyogo Prefecture,Ako,赤穂市,True,ゆらのすけ,not_set,kikaku@city.ako.lg.jp,,https://api.gtfs-data.jp/v2/organizations/akocity/feeds/yuranosuke/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-akocity-yuranosuke/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.72685,34.848352,134.324125,134.455791,2026-04-01 01:08:09.607934+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-amacity-amashijunkaibasu,gtfs,,JP,Aichi Prefecture,Ama,あま市,True,あま市巡回バス,北部巡回ルート（左回り）、北部巡回ルート（右回り）、南部巡回ルート（左回り）、南部巡回ルート（右回り）、東部巡回ルート（左回り）、東部巡回ルート（右回り）,seisaku@city.ama.lg.jp,,https://api.gtfs-data.jp/v2/organizations/amacity/feeds/amashijunkaibasu/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-amacity-amashijunkaibasu/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.1423799103089,35.2141797604388,136.769295464372,136.843313121015,2026-03-23 20:34:57.589376+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
jbda-andotown-andocombus,gtfs,,JP,Nara Prefecture,Ando,安堵町,True,安堵町コミュニティバス,not_set,sougouseisaku@town.ando.lg.jp,,https://api.gtfs-data.jp/v2/organizations/andotown/feeds/andocombus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-andotown-andocombus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.59384122,34.60677885,135.73974756,135.78234883,2025-10-29 19:09:28.972007+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-anjocity-AnkuruBus,gtfs,,JP,Aichi Prefecture,Anjo,安城市,True,あんくるバス,not_set,toshikei@city.anjo.lg.jp,,https://api.gtfs-data.jp/v2/organizations/anjocity/feeds/AnkuruBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-anjocity-AnkuruBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.895007,35.001167,137.012955,137.120028,2026-06-01 00:32:41.088797+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-annakacity-annakashi-rosenbus,gtfs,,JP,Gunma Prefecture,Annaka,安中市,True,安中市路線バス（あんバス）,北シャトル線【KS】、松井田安中シャトル線【MS】、南ループ線（磯部駅先回り）【RL】、南ループ線（碓氷病院先回り）【LL】,toshikeikaku@city.annaka.lg.jp,,https://api.gtfs-data.jp/v2/organizations/annakacity/feeds/annakashi-rosenbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-annakacity-annakashi-rosenbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.2985554,36.3620141,138.7872241,138.9338058,2026-05-19 00:00:22.825557+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-aoi-komaki-aoikotsu,gtfs,,JP,Aichi Prefecture,Komaki,あおい交通,True,あおい交通,"収録路線：ピーチバス、桃花台バス、名古屋空港直行バス
GTFS-JP　３版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/aoi-komaki/feeds/aoikotsu/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aoi-komaki-aoikotsu/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.16988,35.30531,136.884789,136.997026,2026-04-01 01:44:44.062935+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-aokivillage-aokisoneibus,gtfs,,JP,Nagano Prefecture,Aoki,青木村,True,青木村営バス,,zaisei@vill.aoki.nagano.jp,,https://api.gtfs-data.jp/v2/organizations/aokivillage/feeds/aokisoneibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aokivillage-aokisoneibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.337744,36.3959477030782,138.084755,138.249358836008,2025-10-29 18:29:34.183477+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-arakawacity-sakura,gtfs,,JP,Tokyo,Arakawa,荒川区,True,コミュニティバスさくら,荒川区コミュニティバス「さくら」,toshikeikaku@city.arakawa.lg.jp,,https://api.gtfs-data.jp/v2/organizations/arakawacity/feeds/sakura/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-arakawacity-sakura/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.7334964017327,35.743620784371,139.777873724969,139.798597452789,2026-03-23 20:30:58.604456+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-aridagawatown-aridagawatownbus,gtfs,,JP,Wakayama Prefecture,Aridagawa,有田川町,True,有田川町コミュニティバス,not_set,b.kikakuzaisei@town.aridagawa.lg.jp,,https://api.gtfs-data.jp/v2/organizations/aridagawatown/feeds/aridagawatownbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aridagawatown-aridagawatownbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.047234,34.1344,135.248821,135.51503,2025-10-29 19:09:29.359818+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-asatetu-asakaigantetsudo,gtfs,,JP,Tokushima Prefecture,Kaiyo,阿佐海岸鉄道株式会社,True,阿佐海岸鉄道株式会社【DMV】,not_set,info@asatetu.com,,https://api.gtfs-data.jp/v2/organizations/asatetu/feeds/asakaigantetsudo/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-asatetu-asakaigantetsudo/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.245658,33.61329,134.160491,134.356905,2025-10-29 21:07:03.004868+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-ashiyatown-AshiyaTownBus,gtfs,,JP,Fukuoka Prefecture,Ashiya,芦屋町,True,芦屋町コミュニティバス 芦屋タウンバス,,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/ashiyatown/feeds/AshiyaTownBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-ashiyatown-AshiyaTownBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.84689426,33.91465831,130.6594386,130.6787215,2025-10-29 21:12:55.217005+00:00,active,Attributions|Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-awajicity-awaji-jenova-line-akashi-iwaya,gtfs,,JP,Hyogo,,淡路市,True,淡路ジェノバライン明石岩屋航路,,t-soumu@city.awaji.lg.jp,,https://api.gtfs-data.jp/v2/organizations/awajicity/feeds/awaji-jenova-line-akashi-iwaya/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-awajicity-awaji-jenova-line-akashi-iwaya/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.590382,34.64535,134.990183,135.020288,2025-10-29 19:06:54.690398+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Translations|Trips Wheelchair Accessibility,,
jbda-awajicity-awajinawahimebus,gtfs,,JP,Hyogo Prefecture,Awaji,淡路市,True,あわ神あわ姫バス,not_set,t-soumu@city.awaji.lg.jp,,https://api.gtfs-data.jp/v2/organizations/awajicity/feeds/awajinawahimebus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-awajicity-awajinawahimebus/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.3456716957449,134.985404310928,34.5792003943172,135.0246,2026-03-27 01:08:04.094324+00:00,active,Fares V1|Feed Information|Headsigns|Route Colors,,
jbda-busnet-tsu-guruttotsubus,gtfs,,JP,Mie Prefecture,Tsu,バスネット津,True,ぐるっと・つーバス,"収録路線：全路線
　GTFS-JP3版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/busnet-tsu/feeds/guruttotsubus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-busnet-tsu-guruttotsubus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.707375,34.722121,136.497856,136.524187,2025-10-29 19:02:20.223404+00:00,active,Attributions|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Transfers|Translations,,
jbda-buzencity-BuzenCityBus,gtfs,,JP,Fukuoka Prefecture,Buzen,豊前市,True,豊前市バス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/buzencity/feeds/BuzenCityBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-buzencity-BuzenCityBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.52934436,33.62486370253029,131.01735269773934,131.1554406312226,2026-04-01 00:34:57.403535+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chigasakicity-eboshigou,gtfs,,JP,Kanagawa Prefecture,Chigasaki,茅ヶ崎市,True,コミュニティバスえぼし号,,toshiseisaku@city.chigasaki.kanagawa.jp,,https://api.gtfs-data.jp/v2/organizations/chigasakicity/feeds/eboshigou/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chigasakicity-eboshigou/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.31849,35.38321,139.3737,139.4434,2026-05-02 00:08:52.390905+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-chikugocity-HainuzukaStationAreaLoopBus,gtfs,,JP,Fukuoka Prefecture,Chikugo,筑後市,True,羽犬塚駅周辺循環バス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/chikugocity/feeds/HainuzukaStationAreaLoopBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikugocity-HainuzukaStationAreaLoopBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.2041815,33.2169826,130.4918761,130.51944367036268,2026-04-01 00:02:10.913498+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chikujotown-ChikujoTownCommunityBus,gtfs,,JP,Fukuoka Prefecture,Chikujo,築上町,True,築上町コミュニティバス,not_set,kikaku@town.chikujo.lg.jp,,https://api.gtfs-data.jp/v2/organizations/chikujotown/feeds/ChikujoTownCommunityBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikujotown-ChikujoTownCommunityBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.594639,33.679694,130.998083,131.084222,2025-11-22 00:50:39.367411+00:00,active,Fares V1|Feed Information|Headsigns|Route Colors|Shapes|Translations,,
jbda-chikuma-bus-rosenbus,gtfs,,JP,Nagano Prefecture,Ueda,千曲バス株式会社,True,路線バス,佐久御代田線、山手線、鹿教湯線、室賀線、上田松本線、青木線、祢津線、武石線、中仙道線、白駒線、美ヶ原高原観光バス,eigyo@chikuma-bus.co.jp,,https://api.gtfs-data.jp/v2/organizations/chikuma-bus/feeds/rosenbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikuma-bus-rosenbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.0557086727864,36.4183557677087,137.966257824412,138.50726489615,2026-04-01 01:09:50.602349+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chikumacity-chikumajunkanbus,gtfs,,JP,Nagano Prefecture,Chikuma,千曲市,True,千曲市循環バス,大循環線、東部線、姨捨線、大田原線、更級戸倉線、五加戸倉線、上山田線、おばすて棚田・温泉観光便,joho@city.chikuma.lg.jp,,https://api.gtfs-data.jp/v2/organizations/chikumacity/feeds/chikumajunkanbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikumacity-chikumajunkanbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.4569741530596,36.5559716093853,138.05827411907,138.168556512876,2026-04-20 01:16:49.428410+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chiryucity-communitybus,gtfs,,JP,Aichi Prefecture,Chiryu,知立市,True,知立市「ミニバス」（コミュニティバス）,"収録路線：ミニバス全路線
GTFS-JP３版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/chiryucity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chiryucity-communitybus/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.9776,35.019371,137.02397,137.07677,2025-10-29 19:00:10.024743+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Translations,,
jbda-chitabus-chitabus,gtfs,,JP,Aichi Prefecture,Chita,知多乗合（知多バス）,True,知多バス,収録路線　知多バス全路線,,,https://api.gtfs-data.jp/v2/organizations/chitabus/feeds/chitabus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitabus-chitabus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.85877,35.034743,136.807831,137.04068,2026-03-03 00:21:57.680990+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chitacity-chita-aiaibus,gtfs,,JP,Aichi Prefecture,Agui,知多市,True,知多市コミュニティバス「あいあいバス」,北部循環コース（系統１、系統２）、南部コース,kyoudou@city.chita.lg.jp,,https://api.gtfs-data.jp/v2/organizations/chitacity/feeds/chita-aiaibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitacity-chita-aiaibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.935346,35.001914,136.828827,136.915017,2025-12-05 01:22:13.102407+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chitacity-chita-aiaibus-sa,gtfs_rt,sa,JP,Aichi Prefecture,Agui,知多市,True,知多市コミュニティバス「あいあいバス」,北部循環コース（系統１、系統２）、南部コース,kyoudou@city.chita.lg.jp,jbda-chitacity-chita-aiaibus,https://realtime.gtfs.info/chita/alert.pb,0,,,,https://creativecommons.org/licenses/by/4.0/deed.ja,34.935346,35.001914,136.828827,136.915017,2025-12-05 01:22:13.102407+00:00,active,,,
jbda-chitacity-chita-aiaibus-tu,gtfs_rt,tu,JP,Aichi Prefecture,Agui,知多市,True,知多市コミュニティバス「あいあいバス」,北部循環コース（系統１、系統２）、南部コース,kyoudou@city.chita.lg.jp,jbda-chitacity-chita-aiaibus,https://realtime.gtfs.info/chita/trip_update.pb,0,,,,https://creativecommons.org/licenses/by/4.0/deed.ja,34.935346,35.001914,136.828827,136.915017,2025-12-05 01:22:13.102407+00:00,active,,,
jbda-chitacity-chita-aiaibus-vp,gtfs_rt,vp,JP,Aichi Prefecture,Agui,知多市,True,知多市コミュニティバス「あいあいバス」,北部循環コース（系統１、系統２）、南部コース,kyoudou@city.chita.lg.jp,jbda-chitacity-chita-aiaibus,https://realtime.gtfs.info/chita/vehicle.pb,0,,,,https://creativecommons.org/licenses/by/4.0/deed.ja,34.935346,35.001914,136.828827,136.915017,2025-12-05 01:22:13.102407+00:00,active,,,
jbda-chitetsu-chitetsubus,gtfs,,JP,Toyama Prefecture,Imizu,富山地方鉄道,True,富山地方鉄道バス,,,,https://api.gtfs-data.jp/v2/organizations/chitetsu/feeds/chitetsubus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitetsu-chitetsubus/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.56161353,36.9060161,137.01119099,137.510317753334,2026-06-02 00:02:08.342064+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-chitetsu-chitetsubus-tu,gtfs_rt,tu,JP,Toyama Prefecture,Imizu,富山地方鉄道,True,富山地方鉄道バス,,,jbda-chitetsu-chitetsubus,https://gtfs-rt-files.buscatch.jp/toyama/chitetsu/TripUpdates.pb,0,,,,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.56161353,36.9060161,137.01119099,137.510317753334,2026-06-02 00:02:08.342064+00:00,active,,,
jbda-chitetsu-chitetsubus-vp,gtfs_rt,vp,JP,Toyama Prefecture,Imizu,富山地方鉄道,True,富山地方鉄道バス,,,jbda-chitetsu-chitetsubus,https://gtfs-rt-files.buscatch.jp/toyama/chitetsu/VehiclePositions.pb,0,,,,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.56161353,36.9060161,137.01119099,137.510317753334,2026-06-02 00:02:08.342064+00:00,active,,,
jbda-chitetsu-chitetsushinaidensha,gtfs,,JP,Toyama Prefecture,Toyama,富山地方鉄道,True,富山地方鉄道市内電車,,,,https://api.gtfs-data.jp/v2/organizations/chitetsu/feeds/chitetsushinaidensha/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitetsu-chitetsushinaidensha/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.6705204722661,36.7613627664226,137.191196828679,137.234059466553,2025-10-29 18:25:49.884817+00:00,active,Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-chitetsu-chitetsushinaidensha-tu,gtfs_rt,tu,JP,Toyama Prefecture,Toyama,富山地方鉄道,True,富山地方鉄道市内電車,,,jbda-chitetsu-chitetsushinaidensha,https://gtfs-rt-files.buscatch.jp/toyama/chitetsu_tram/TripUpdates.pb,0,,,,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.6705204722661,36.7613627664226,137.191196828679,137.234059466553,2025-10-29 18:25:49.884817+00:00,active,,,
jbda-chitetsu-chitetsushinaidensha-vp,gtfs_rt,vp,JP,Toyama Prefecture,Toyama,富山地方鉄道,True,富山地方鉄道市内電車,,,jbda-chitetsu-chitetsushinaidensha,https://gtfs-rt-files.buscatch.jp/toyama/chitetsu_tram/VehiclePositions.pb,0,,,,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.6705204722661,36.7613627664226,137.191196828679,137.234059466553,2025-10-29 18:25:49.884817+00:00,active,,,
jbda-chukibus-chukibus,gtfs,,JP,Wakayama,,中紀バス,True,中紀バス,,info@chukibus-group.co.jp,,https://api.gtfs-data.jp/v2/organizations/chukibus/feeds/chukibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chukibus-chukibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.890275,34.056599,135.072295,135.193181,2025-10-29 19:09:28.930527+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Translations,,
jbda-daishinto-Radiant-City,gtfs,,JP,Kanagawa Prefecture,Yokohama,大新東株式会社,True,レイディアントシティ横濱,京浜急行金沢文庫駅西口から大規模マンション「レイディアントシティ横濱 ル・グランブルー」までの区間を自主運行する乗合バスです。,kawai@shidax.co.jp,,https://api.gtfs-data.jp/v2/organizations/daishinto/feeds/Radiant-City/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-daishinto-Radiant-City/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,35.334438,35.344308,139.610075,139.620599,2025-10-29 18:25:01.611218+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-dazaifucity-DazaifuCityCommunityBus,gtfs,,JP,Fukuoka Prefecture,Dazaifu,太宰府市,True,太宰府市コミュニティバスまほろば号,"地域サポートカー3路線（湯の谷地域線、連歌屋地域線、東観世地域線）
",remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/dazaifucity/feeds/DazaifuCityCommunityBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-dazaifucity-DazaifuCityCommunityBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.51054853991267,33.5246328589549,130.5218965000953,130.53738637580693,2026-02-21 00:43:03.763122+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-enacity-communitybus,gtfs,,JP,Gifu Prefecture,Ena,恵那市,True,恵那市自主運行バス（コミュニティバス）,"収録路線：自主運行バス全路線（デマンド交通を除く）
　GTFS-JP３版対応",koutsuu@city.ena.lg.jp,,https://api.gtfs-data.jp/v2/organizations/enacity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-enacity-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.237056,35.528618,137.252775,137.517645,2026-04-01 01:04:48.605108+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-feel-the-zao-feelthezao,gtfs,,JP,Yamagata Prefecture,Yamagata,「世界の蔵王」プロジェクト実行委員会,True,zaoproject,not_set,feel.the.zao@gmail.com,,https://api.gtfs-data.jp/v2/organizations/feel-the-zao/feeds/feelthezao/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-feel-the-zao-feelthezao/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,38.167435,38.31108,140.393693,140.435639,2025-10-29 18:19:37.233677+00:00,inactive,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-fujiedacity-gtfsfjed,gtfs,,JP,Shizuoka Prefecture,Fujieda,藤枝市,True,藤枝市自主運行バス（駅南循環+アクセスバス）,not_set,kotsu@city.fujieda.lg.jp,,https://api.gtfs-data.jp/v2/organizations/fujiedacity/feeds/gtfsfjed/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fujiedacity-gtfsfjed/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.78595,34.99886,138.18062,138.28455,2026-03-29 00:32:50.404472+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-fukauratown-fukaura-town-communitybus,gtfs,,JP,Aomori Prefecture,Fukaura,深浦町,True,深浦町コミュニティバス,岩崎線、町内線、岩坂線、松原塩見崎線、長慶平線,sougousenryaku@town.fukaura.lg.jp,,https://api.gtfs-data.jp/v2/organizations/fukauratown/feeds/fukaura-town-communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukauratown-fukaura-town-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,40.486209,40.745214,139.862818,140.123729,2026-04-21 01:20:46.430286+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-fukuoka-kawasakitown-KawasakiTownFureaiBus,gtfs,,JP,Fukuoka Prefecture,Kawasaki,川崎町,True,川崎町ふれあいバス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/fukuoka-kawasakitown/feeds/KawasakiTownFureaiBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukuoka-kawasakitown-KawasakiTownFureaiBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.539237088055046,33.630639941405185,130.78889780830434,130.84062113278694,2026-02-20 00:34:04.945912+00:00,active,Fares V1|Feed Information|Headsigns|Route Colors|Shapes|Translations,,
